sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type,hom_id,bert_sent
d000.s023,are you carefully policing wash-up time and rest periods to be certain that all other time is productive,7,semcor.d000.s023.t004,rest,NOUN,rest%1:04:00::,rest#n#1,200,rest#n#1#200,are you carefully policing wash-up time and rest periods to be certain that all other time is
d002.s049,arnold lodley and michael perse were like the rest lukewarm ready to swing against hudson in a crisis,6,semcor.d002.s049.t003,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,arnold lodley and michael perse were like the rest lukewarm ready to swing against hudson in
d003.s010,but there was no pressing need to maintain these same standards with regard to most of the rest of the world,17,semcor.d003.s010.t007,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,maintain these same standards with regard to most of the rest of the world
d004.s042,this restless individualism found its answer when he returned to live nearly all the rest of his life in sweden,14,semcor.d004.s042.t007,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,its answer when he returned to live nearly all the rest of his life in sweden
d025.s060,she was the sun he the closest planet orbiting around her the rest of the world existing and visible yet removed,12,semcor.d025.s060.t003,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,the sun he the closest planet orbiting around her the rest of the world existing and visible yet removed
d028.s023,he seems by some unconscious division of labor to have given them that one function and no other leaving communication to the rest of the face,22,semcor.d028.s023.t010,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,that one function and no other leaving communication to the rest of the face
d040.s019,the desk before him was in no better repair than the rest of the furniture crowded into the room including wooden file cabinets with some of their pulls yanked off and a wardrobe stained with the roof seepage of countless seasons,11,semcor.d040.s019.t005,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,desk before him was in no better repair than the rest of the furniture crowded into the room including wooden
d041.s071,only one of the flight scored a direct hit and the rest blew up jungle,11,semcor.d041.s071.t005,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,one of the flight scored a direct hit and the rest blew up jungle
d057.s000,with this enlarged role in mind i should like to make a few suggestions what we in the united states do or do not do will make a very large difference in what happens in the rest of the world,34,semcor.d057.s000.t014,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,do will make a very large difference in what happens in the rest of the world
d057.s006,it is also the concern of the department of state that our trading relationships with the rest of the world are vigorous profitable and active this is not just a passing interest or a matter of concern only to the department of commerce,14,semcor.d057.s006.t006,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,concern of the department of state that our trading relationships with the rest of the world are vigorous profitable and
d058.s063,the rest continues in a straight line,1,semcor.d058.s063.t000,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,the rest continues in a straight line
d058.s104,part of the family should be sleeping while the rest is awake,9,semcor.d058.s104.t003,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,part of the family should be sleeping while the rest is awake
d073.s054,prior to and since 1960 the rest of the support allotment is matched at rates related to the fiscal capacity of the state with a pivot of 40 state or 60 federal participation in total program costs,6,semcor.d073.s054.t001,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,prior to and since 1960 the rest of the support allotment is matched at rates related
d078.s044,when the troupe traveled to new york to participate in a one act play competition and won mercer instead of returning with the rest of the company in triumph remained in new york,21,semcor.d078.s044.t012,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,one act play competition and won mercer instead of returning with the rest of the company in triumph remained in
d079.s003,the rest of the crew offsaddled their mounts and turned them into the remuda,1,semcor.d079.s003.t000,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,the rest of the crew offsaddled their mounts and turned them
d079.s113,the rest of you wait here &apos;&apos;,1,semcor.d079.s113.t000,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,the rest of you wait here &apos;&apos;
d087.s187,you get the rest when i&apos;m safely out of majdanek &apos;&apos;,3,semcor.d087.s187.t001,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,you get the rest when i&apos;m safely out of majdanek &apos;&apos;
d088.s020,in their very first collages braque and picasso draw or paint over and on the affixed paper or cloth so that certain of the principal features of their subjects as depicted seem to thrust out into real bas-relief space or to be about to do so while the rest of the subject remains imbedded in or flat upon the surface,47,semcor.d088.s020.t019,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,bas-relief space or to be about to do so while the rest of the subject remains imbedded in or flat
d090.s072,in every war of the united states since the civil war the south was more belligerent than the rest of the country,16,semcor.d090.s072.t008,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,states since the civil war the south was more belligerent than the rest of the country
d092.s075,the applicant pays the rest of the cost but his own time spent on the work and charges for the use of equipment which he owns may be applied toward his share of the cost,4,semcor.d092.s075.t002,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,the applicant pays the rest of the cost but his own time spent on
d096.s094,it serves merely as an excess cushion for the rest of the carcass,9,semcor.d096.s094.t004,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,it serves merely as an excess cushion for the rest of the carcass
d099.s150,one more horrible than the rest lunged growling deep in his throat his hair bristling,5,semcor.d099.s150.t002,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,one more horrible than the rest lunged growling deep in his throat his hair bristling
d100.s065,it is not merely a new thing it is one of the very few new things in utopia most of the rest is medieval or humanist or part of an old tradition of social criticism,21,semcor.d100.s065.t010,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,the very few new things in utopia most of the rest is medieval or humanist or part of an old
d103.s140,another body length or all the rest of his nighted life,5,semcor.d103.s140.t001,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,another body length or all the rest of his nighted life
d116.s077,what &apos;s the rest of your name &apos;&apos;,3,semcor.d116.s077.t000,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,what &apos;s the rest of your name &apos;&apos;
d116.s078,no rest of it,1,semcor.d116.s078.t000,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,no rest of it
d121.s021,but you &apos;re wrong about the rest of it,6,semcor.d121.s021.t001,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,but you &apos;re wrong about the rest of it
d124.s072,hal saw in his mind the rest of earth iceland greenland the caribbean islands and the eastern half of south america,6,semcor.d124.s072.t003,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,hal saw in his mind the rest of earth iceland greenland the caribbean islands and the
d124.s119,these members would then unthaw the rest of the personnel,6,semcor.d124.s119.t003,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,these members would then unthaw the rest of the personnel
d135.s034,we would have preferred however to have had the rest of the orchestra refrain from laughing at this and other spots on the recording since it mars an otherwise sober if not lofty performance,9,semcor.d135.s034.t002,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,we would have preferred however to have had the rest of the orchestra refrain from laughing at this and
d140.s085,the week after manassas the sound of horses in the yard brought kate up in shock from an afternoon &apos;s rest when she saw the federal soldiers from her upstairs window,20,semcor.d140.s085.t009,rest,NOUN,rest%1:28:00::,rest#n#1,200,rest#n#1#200,yard brought kate up in shock from an afternoon &apos;s rest when she saw the federal soldiers from her upstairs
d145.s075,this region which had a higher temperature than the rest of the anode surface changed size and location continuously,9,semcor.d145.s075.t004,rest,NOUN,rest%1:24:00::,rest#n#1,200,rest#n#1#200,this region which had a higher temperature than the rest of the anode surface changed size and location continuously
